INDEX,YEAR,MN,HR,DT,SLP,MSLP,DBT,WBT,DPT,RH,VP,DD,FFF,AW,VV,Cl,A,Cm,A.1,Ch,A.2,Dl,Dm,Dh,TC,h,c,a,Ht,RF,EVP,DW,P,H,WAT,Rain,Season,Temp_Humidity,Pressure_Diff
42071,1984,6,0,2,970.4,996.4,26.8,22.4,20.1,67.0,23.5,20,14.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,2,1795.6000000000001,26.0
42071,2022,7,48,5,969.3,994.4,37.6,29.6,26.6,54.0,34.8,99,4.0,5,95.0,4,2,0,0,0,0,9,0,0,2.0,5,6,561,6,1.0,30,0.0,   ,  , ,1,2,2030.4,25.100000000000023
42071,2014,5,60,18,981.1,1007.3,28.0,20.0,14.8,45.0,16.8,0,0.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,1,1260.0,26.199999999999932
42071,1998,9,48,25,981.5,1007.4,31.6,24.8,21.6,55.0,25.8,32,6.0,2,96.0,4,3,0,0,0,0,9,0,0,3.0,6,8,683,8,3.0,40,0.0,20,  , ,1,2,1738.0,25.899999999999977
42071,2002,7,60,14,970.8,996.0,35.2,27.0,23.5,51.0,28.9,34,6.0,  ,95.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,2,1795.2,25.200000000000045
42071,2012,4,12,22,979.6,1006.1,23.4,18.8,15.8,62.0,17.9,99,5.0,  ,96.0,0,0,3,2,0,0,0,9,0,2.0,9,3,932,3,2.0,60,0.0,   ,  , ,1,1,1450.8,26.5
42071,1977,3,60,16,983.4,1010.3,21.0,16.6,13.4,62.0,15.4,32,14.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,1,1302.0,26.899999999999977
42071,2004,11,12,19,989.0,1016.7,13.6,12.2,11.0,84.0,13.1,0,0.0,1,94.0,0,0,0,0,2,2,0,0,9,2.0,9,0,902,0,2.0,70,0.0,   ,  , ,1,3,1142.3999999999999,27.700000000000045
42071,2016,8,84,23,977.3,1003.6,26.0,26.0,26.0,100.0,33.6,0,0.0,  ,95.0,4,3,7,4,0,0,9,9,0,7.0,6,6,663,6,3.0,35,0.0,   ,  , ,1,2,2600.0,26.300000000000068
42071,2001,1,60,16,990.9,1019.5,5.6,5.4,5.1,97.0,8.8,0,0.0,  ,93.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,0,543.1999999999999,28.600000000000023
42071,1985,1,60,3,992.5,1020.6,10.2,9.2,8.1,87.0,10.8,0,0.0,  ,94.0,5,2,0,0,6,5,9,0,9,6.0,6,6,662,6,2.0,35,0.0,   ,  , ,1,0,887.4,28.100000000000023
42071,2019,10,48,23,981.3,1007.6,27.0,21.6,18.6,60.0,21.4,99,4.0,  ,95.0,4,3,0,0,0,0,9,0,0,3.0,6,6,663,6,3.0,40,0.0,0,  , ,1,3,1620.0,26.300000000000068
42071,1996,7,36,30,970.1,996.0,27.6,26.8,26.5,94.0,34.6,0,0.0,  ,96.0,9,5,7,1,0,0,9,9,0,6.0,5,9,592,9,2.0,40,14.6,   ,  , ,1,2,2594.4,25.899999999999977
42071,1980,1,60,13,991.7,1019.9,9.8,8.0,5.9,77.0,9.3,27,4.0,  ,96.0,0,0,3,1,1,2,0,9,9,3.0,9,3,931,3,1.0,62,0.0,   ,  , ,1,0,754.6,28.199999999999932
42071,1995,6,24,13,970.1,994.8,41.8,26.4,18.8,27.0,21.7,27,4.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,2,1128.6,24.699999999999932
42071,1990,12,12,10,991.3,1019.7,7.4,6.8,6.1,91.0,9.4,0,0.0,0,93.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,2,  , ,0,0,673.4,28.40000000000009
42071,1990,11,60,11,987.9,1015.1,18.4,17.0,16.0,86.0,18.2,0,0.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,3,1582.3999999999999,27.200000000000045
42071,2020,5,48,2,977.6,1003.5,29.8,21.0,15.6,42.0,17.7,5,7.0,  ,95.0,4,3,7,4,0,0,9,9,0,7.0,6,6,663,6,3.0,35,0.0,   ,  , ,1,1,1251.6000000000001,25.899999999999977
42071,2018,8,12,9,977.8,1003.7,30.0,26.0,24.3,71.0,30.4,0,0.0,  ,96.0,4,3,3,1,0,0,9,9,0,4.0,6,6,663,6,3.0,35,0.0,   ,  , ,1,2,2130.0,25.90000000000009
42071,1986,11,72,11,983.9,1011.5,13.2,12.2,11.3,88.0,13.4,0,0.0,  ,95.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,3,1161.6,27.600000000000023
42071,1998,8,72,23,977.8,1003.8,28.6,26.6,25.8,85.0,33.2,0,0.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,2,2431.0,26.0
42071,1980,9,0,24,982.9,1009.5,24.0,22.6,21.9,88.0,26.3,0,0.0,  ,94.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,2,2112.0,26.600000000000023
42071,2001,11,24,10,989.4,1016.2,23.8,16.2,10.0,42.0,12.3,0,0.0,  ,95.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,3,999.6,26.800000000000068
42071,2012,9,48,18,977.7,1003.8,27.8,26.0,24.9,85.0,31.5,2,8.0,  ,96.0,4,3,3,4,0,0,9,9,0,7.0,6,6,662,6,2.0,40,0.0,   ,  , ,1,2,2363.0,26.09999999999991
42071,1993,2,72,11,988.7,1016.3,16.0,14.2,12.8,81.0,14.8,0,0.0,  ,93.0,0,0,3,1,2,2,0,9,9,3.0,9,3,931,3,1.0,60,0.0,   ,  , ,1,0,1296.0,27.59999999999991
42071,1999,4,36,22,979.3,1004.5,39.6,24.0,15.0,24.0,17.0,29,12.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,1,950.4000000000001,25.200000000000045
42071,2002,6,60,18,970.3,996.0,30.2,25.2,23.0,65.0,28.1,0,0.0,  ,96.0,4,2,3,2,0,0,9,9,0,4.0,6,6,662,6,2.0,40,0.0,   ,  , ,1,2,1963.0,25.700000000000045
42071,1978,2,48,21,987.1,1014.0,21.6,15.5,10.5,49.0,12.7,27,4.0,10,97.0,0,0,0,0,1,2,0,0,9,2.0,9,0,902,0,2.0,70,0.0,9,  , ,1,0,1058.4,26.899999999999977
42071,2020,10,48,1,977.0,1002.7,32.4,25.0,21.5,53.0,25.6,99,4.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,3,1717.1999999999998,25.700000000000045
42071,2020,1,36,5,991.4,1019.1,14.0,11.2,8.4,69.0,11.1,32,12.0,  ,95.0,4,3,7,4,0,0,9,9,0,7.0,6,6,663,6,3.0,40,0.0,   ,  , ,1,0,966.0,27.700000000000045
42071,1989,1,36,31,987.1,1014.2,19.4,13.8,8.7,50.0,11.2,32,6.0,  ,96.0,0,0,3,3,9,3,0,9,9,6.0,9,3,933,3,3.0,60,0.0,   ,  , ,1,0,969.9999999999999,27.100000000000023
42071,1996,2,72,15,988.0,1015.9,12.0,11.2,10.5,90.0,12.7,0,0.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,0,1080.0,27.899999999999977
42071,1980,1,48,23,986.8,1013.9,19.4,12.2,4.5,37.0,8.4,29,6.0,11,96.0,0,0,3,1,1,3,0,9,9,4.0,9,3,931,3,1.0,62,0.0,10,  , ,1,0,717.8,27.100000000000023
42071,2005,2,0,7,985.2,1013.2,9.6,9.4,9.2,97.0,11.6,14,6.0,  ,95.0,4,4,2,4, , ,9,9, ,8.0,5,6,564,6,4.0,30,0.6,   ,  , ,1,0,931.1999999999999,28.0
42071,1991,11,84,10,989.6,1017.2,15.0,13.8,12.8,87.0,14.8,0,0.0,  ,95.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,3,1305.0,27.600000000000023
42071,1999,10,0,14,985.8,1013.0,18.0,17.0,16.3,90.0,18.5,0,0.0,  ,95.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,3,1620.0,27.200000000000045
42071,1992,7,72,31,974.2,1000.2,27.4,25.0,23.9,81.0,29.7,0,0.0,  ,96.0,4,2,0,0,0,0,9,0,0,2.0,6,8,682,8,2.0,40,0.0,   ,  , ,1,2,2219.4,26.0
42071,1990,10,84,8,979.7,1006.4,22.2,21.2,20.7,91.0,24.4,0,0.0,  ,95.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,3,2020.2,26.699999999999932
42071,2018,10,36,13,985.9,1012.1,29.2,21.6,17.2,48.0,19.6,29,13.0,  ,95.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,3,1401.6,26.200000000000045
42071,1999,5,36,25,969.4,994.4,38.4,23.8,15.4,26.0,17.5,27,8.0,  ,96.0,1,1,0,0,2,3,9,0,9,3.0,6,8,681,8,1.0,40,0.0,   ,  , ,1,1,998.4,25.0
42071,1997,6,48,12,975.0,1000.8,29.4,22.2,17.8,50.0,20.4,7,4.0,8,96.0,0,0,3,1,1,1,0,9,9,2.0,9,3,931,3,1.0,60,1.0,30,  , ,1,2,1470.0,25.799999999999955
42071,2015,8,36,24,976.3,1001.9,33.0,27.2,24.8,62.0,31.3,23,8.0,  ,96.0,4,1,0,0,0,0,9,0,0,1.0,6,6,661,6,1.0,40,0.0,   ,  , ,1,2,2046.0,25.600000000000023
42071,2000,10,48,19,978.4,1004.2,31.0,23.8,20.1,52.0,23.5,0,0.0,0,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,20,  , ,0,3,1612.0,25.800000000000068
42071,1990,3,72,6,988.3,1016.3,10.4,10.0,9.6,95.0,11.9,0,0.0,  ,96.0,0,0,3,1,0,0,0,9,0,1.0,9,3,931,3,1.0,60,0.0,   ,  , ,1,1,988.0,28.0
42071,2016,7,12,3,973.4,999.6,25.6,25.6,25.6,100.0,32.8,99,4.0,  ,95.0,9,4,2,4, , ,9,9, ,8.0,5,6,563,6,3.0,30,16.6,   ,  , ,1,2,2560.0,26.200000000000045
42071,2004,8,0,5,972.3,998.4,25.0,21.4,19.4,71.0,22.5,0,0.0,  ,96.0,0,0,3,2,0,0,0,9,0,2.0,9,3,932,3,2.0,60,0.0,   ,  , ,1,2,1775.0,26.100000000000023
42071,1994,8,0,14,975.8,1001.9,27.0,25.8,25.3,90.0,32.2,0,0.0,  ,96.0,3,3,3,2,0,0,9,9,0,5.0,5,9,592,9,2.0,40,0.0,   ,  , ,1,2,2430.0,26.100000000000023
42071,2000,10,60,28,984.2,1010.9,22.4,18.0,15.0,63.0,17.0,0,0.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,3,1411.1999999999998,26.699999999999932
42071,1988,9,12,8,972.6,998.4,29.2,26.4,25.2,79.0,32.1,9,6.0,1,95.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,16,  , ,0,2,2306.7999999999997,25.799999999999955
42071,1999,10,72,29,981.6,1007.7,18.6,17.2,16.3,86.0,18.5,0,0.0,  ,95.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,3,1599.6000000000001,26.100000000000023
42071,1991,8,72,31,977.9,1004.0,27.6,26.4,25.9,90.0,33.4,0,0.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,2,2484.0,26.100000000000023
42071,2013,6,72,13,974.3,1001.2,26.4,22.8,21.0,72.0,24.9,0,0.0,  ,96.0,4,3,0,0,0,0,9,0,0,3.0,6,6,662,6,2.0,40,0.0,   ,  , ,1,2,1900.8,26.90000000000009
42071,1996,10,60,14,985.7,1012.6,21.4,18.8,17.1,77.0,19.5,0,0.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,3,1647.8,26.899999999999977
42071,1982,5,12,26,980.4,1006.3,30.4,23.8,20.5,55.0,24.1,0,0.0,1,95.0,0,0,0,0,4,4,0,0,9,4.0,9,0,904,0,4.0,70,0.0,28,  , ,1,1,1672.0,25.899999999999977
42071,1977,3,48,28,982.2,1008.0,32.1,21.6,15.1,36.0,17.1,29,12.0,11,96.0,0,0,0,0,4,6,0,0,9,6.0,9,0,906,0,6.0,70,0.0,31,  , ,1,1,1155.6000000000001,25.799999999999955
42071,1997,1,12,19,983.6,1011.4,11.2,9.8,8.4,89.0,11.0,14,8.0,4,95.0,5,5,2,3, , ,9,9, ,8.0,5,6,565,6,5.0,30,0.0,3,  , ,1,0,996.8,27.799999999999955
42071,1978,3,0,27,985.3,1012.9,13.2,12.6,12.1,93.0,14.1,5,4.0,  ,96.0,0,0,0,0,1,2,0,0,9,2.0,9,0,902,0,2.0,70,0.0,   ,  , ,1,1,1227.6,27.600000000000023
42071,1998,2,0,20,984.9,1013.3,6.6,6.2,5.7,94.0,9.1,0,0.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,0,620.4,28.399999999999977
42071,1982,7,72,12,973.7,999.6,28.8,22.8,19.6,58.0,22.8,34,18.0,  ,95.0,3,2,3,1,0,0,9,9,0,3.0,6,6,661,6,1.0,35,0.0,   ,  , ,1,2,1670.4,25.899999999999977
42071,1980,9,12,3,976.9,1003.0,26.2,24.2,23.3,84.0,28.6,0,0.0,1,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,14,  , ,0,2,2200.7999999999997,26.100000000000023
42071,2000,12,36,14,985.7,1012.5,22.8,14.4,6.4,35.0,9.6,27,12.0,  ,95.0,0,0,3,3,0,0,0,9,0,3.0,9,3,933,3,3.0,60,0.0,   ,  , ,1,0,798.0,26.799999999999955
42071,1976,9,84,3,979.3,1005.8,23.2,23.0,22.9,98.0,27.9,2,4.0,  ,96.0,5,1,3,4,0,0,9,9,0,5.0,6,6,661,6,1.0,40,0.0,   ,  , ,1,2,2273.6,26.5
42071,2010,7,48,20,971.7,997.4,26.8,25.8,25.1,90.0,31.9,11,4.0,  ,95.0,3,4,1,3,0,0,9,9,0,6.0,5,9,591,9,1.0,40,76.4,   ,  , ,1,2,2412.0,25.699999999999932
42071,2004,3,36,20,977.4,1003.1,32.2,20.2,11.9,29.0,13.9,32,12.0,  ,96.0,0,0,3,2,0,3,0,9,9,5.0,9,3,932,3,2.0,60,0.0,   ,  , ,1,1,933.8000000000001,25.700000000000045
42071,1985,5,84,24,968.7,994.6,28.0,22.4,19.4,59.0,22.5,0,0.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,1,1652.0,25.899999999999977
42071,2002,8,24,2,975.1,1000.6,35.0,28.4,25.8,59.0,33.2,0,0.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,2,2065.0,25.5
42071,1978,9,12,21,981.4,1007.7,26.8,25.0,24.2,86.0,30.2,0,0.0,0,95.0,5,4,3,2,0,0,9,9,0,6.0,6,6,664,6,4.0,30,0.0,15,  , ,1,2,2304.8,26.300000000000068
42071,1984,6,36,27,969.5,994.6,37.6,28.0,24.0,48.0,29.9,18,2.0,  ,95.0,5,3,2,4,0,0,9,9,0,7.0,5,6,563,6,3.0,30,0.0,   ,  , ,1,2,1804.8000000000002,25.100000000000023
42071,2007,8,84,25,978.2,1004.3,27.4,25.8,25.1,87.0,31.9,0,0.0,  ,95.0,0,0,3,2,0,0,0,9,0,2.0,9,3,932,3,2.0,60,0.0,   ,  , ,1,2,2383.7999999999997,26.09999999999991
42071,2008,11,72,7,987.5,1014.6,20.0,17.8,16.4,80.0,18.6,0,0.0,  ,95.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,3,1600.0,27.100000000000023
42071,1998,9,12,13,980.7,1007.0,26.8,24.2,23.0,80.0,28.1,0,0.0,0,96.0,1,2,3,1,0,0,9,9,0,3.0,6,6,662,6,2.0,35,0.0,15,  , ,1,2,2144.0,26.299999999999955
42071,1979,9,84,8,981.0,1007.4,25.2,23.2,22.2,84.0,26.7,14,4.0,  ,96.0,5,1,3,4,0,0,9,9,0,5.0,6,6,661,6,1.0,35,0.0,   ,  , ,1,2,2116.7999999999997,26.399999999999977
42071,1992,11,12,1,989.7,1017.4,17.0,16.8,16.7,98.0,19.0,0,0.0,0,96.0,0,0,3,5,0,0,0,9,5,9.0,3,3,335,3,5.0,60,0.0,8,  , ,1,3,1666.0,27.699999999999932
42071,1977,10,0,11,986.7,1013.8,20.0,19.4,19.0,94.0,22.0,34,4.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,3,1880.0,27.09999999999991
42071,2012,5,48,29,972.8,997.5,42.8,20.6,0.2,7.0,9.6,32,18.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,1,299.59999999999997,24.700000000000045
42071,1995,9,12,26,981.5,1007.9,25.4,23.4,22.4,84.0,27.1,0,0.0,0,94.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,20,  , ,0,2,2133.6,26.399999999999977
42071,1983,2,72,4,990.5,1018.8,7.5,6.0,4.1,79.0,8.1,0,0.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,0,592.5,28.299999999999955
42071,2004,5,60,11,972.5,998.0,33.4,19.4,8.6,22.0,11.2,0,0.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,1,734.8,25.5
42071,2006,2,12,15,981.5,1008.9,14.2,13.8,13.5,95.0,15.5,2,6.0,2,94.0,5,1,0,0,1,3,9,0,9,4.0,6,6,661,6,1.0,40,0.0,   ,  , ,1,0,1349.0,27.399999999999977
42071,1989,4,12,25,981.1,1007.8,22.2,19.2,17.4,74.0,19.9,9,6.0,5,96.0,1,1,3,2,0,0,9,9,0,3.0,6,8,681,8,1.0,40,2.6,30,  , ,1,1,1642.8,26.699999999999932
42071,2003,6,60,22,968.0,993.5,31.0,27.4,26.0,75.0,33.6,0,0.0,  ,96.0,4,2,3,3,0,0,9,9,0,5.0,6,6,662,6,2.0,40,0.0,   ,  , ,1,2,2325.0,25.5
42071,1991,4,12,14,980.9,1007.8,20.0,18.8,18.1,89.0,20.8,18,4.0,4,96.0,5,3,0,0,0,0,9,0,0,3.0,6,6,663,6,3.0,35,16.7,7,  , ,1,1,1780.0,26.899999999999977
42071,2007,3,48,27,983.1,1009.5,27.0,17.2,9.3,33.0,11.7,27,10.0,7,96.0,0,0,3,1,4,5,0,9,9,6.0,9,3,931,3,1.0,60,0.0,   ,  , ,1,1,891.0,26.399999999999977
42071,1992,9,12,6,976.0,1001.8,29.4,27.2,26.3,83.0,34.2,0,0.0,0,96.0,0,0,3,4,1,1,0,9,9,5.0,9,3,934,3,4.0,60,0.0,10,  , ,1,2,2440.2,25.799999999999955
42071,1979,10,84,16,986.2,1013.4,18.2,17.0,16.2,88.0,18.4,2,4.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,3,1601.6,27.199999999999932
42071,1987,7,60,2,968.7,994.0,34.8,26.0,22.0,47.0,26.4,0,0.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,2,1635.6,25.299999999999955
42071,1998,11,72,1,987.1,1014.8,13.6,12.4,11.4,86.0,13.5,0,0.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,3,1169.6,27.699999999999932
42071,2011,9,48,29,979.3,1005.2,31.0,24.4,21.2,56.0,25.2,18,8.0,  ,96.0,5,2,0,0,0,0,9,0,0,2.0,6,6,662,6,2.0,40,0.0,   ,  , ,1,2,1736.0,25.90000000000009
42071,1987,11,72,12,989.1,1016.7,15.8,15.0,14.4,91.0,16.4,0,0.0,  ,95.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,3,1437.8,27.600000000000023
42071,2017,2,0,28,985.8,1013.4,13.2,13.2,13.2,100.0,15.2,0,0.0,  ,95.0,0,0,3,3,0,0,0,9,0,3.0,9,3,933,3,3.0,60,0.0,   ,  , ,1,0,1320.0,27.600000000000023
42071,2022,7,84,4,972.2,998.0,30.8,28.2,27.2,81.0,36.1,0,0.0,  ,95.0,0,0,3,3,0,0,0,9,0,3.0,9,3,933,3,3.0,59,0.0,   ,  , ,1,2,2494.8,25.799999999999955
42071,1992,12,36,31,992.1,1019.6,17.0,15.2,13.8,82.0,15.8,7,4.0,  ,94.0,5,3,2,5, , ,9,9, ,8.0,6,6,663,6,3.0,35,0.0,   ,  , ,1,0,1394.0,27.5
42071,1980,7,60,8,968.6,994.1,32.0,28.8,27.6,78.0,36.9,0,0.0,  ,96.0,0,0,3,2,0,0,0,9,0,2.0,9,3,932,3,2.0,60,0.0,   ,  , ,1,2,2496.0,25.5
42071,1995,10,48,29,984.8,1011.0,28.6,20.6,15.6,45.0,17.7,0,0.0,1,96.0,0,0,3,1,1,1,0,9,9,2.0,9,3,931,3,1.0,60,0.0,20,  , ,1,3,1287.0,26.200000000000045
42071,2009,8,72,23,974.8,1000.6,29.6,26.4,25.1,77.0,31.9,7,8.0,  ,96.0,9,4,2,4, , ,9,9, ,8.0,6,9,691,9,1.0,40,0.0,   ,  , ,1,2,2279.2000000000003,25.800000000000068
42071,1992,5,60,11,976.5,1002.3,29.4,23.6,20.7,59.0,24.4,0,0.0,  ,96.0,0,0,0,0,1,1,0,0,9,1.0,9,0,901,0,1.0,70,0.0,   ,  , ,1,1,1734.6,25.799999999999955
42071,2002,5,24,28,977.4,1003.2,31.6,22.8,17.9,44.0,20.6,18,8.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,1,1390.4,25.800000000000068
42071,2019,12,24,27,993.8,1022.4,7.0,5.8,4.2,83.0,8.2,99,4.0,0,94.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,0,581.0,28.600000000000023
42071,1986,12,48,28,993.1,1020.8,15.6,11.2,6.6,55.0,9.7,0,0.0,4,96.0,0,0,3,3,1,1,0,9,9,4.0,9,3,933,3,3.0,60,0.0,8,  , ,1,0,858.0,27.699999999999932
42071,1996,11,24,1,984.6,1010.9,27.6,20.2,15.5,48.0,17.6,9,4.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,3,1324.8000000000002,26.299999999999955
42071,2002,4,72,18,978.2,1004.4,26.8,18.4,12.3,41.0,14.3,0,0.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,1,1098.8,26.199999999999932
42071,1979,11,48,19,984.3,1011.0,22.2,15.0,8.7,42.0,11.2,27,4.0,4,96.0,0,0,0,0,1,1,0,0,9,1.0,9,0,901,0,1.0,80,0.0,0,  , ,1,3,932.4,26.700000000000045
42071,1981,8,12,3,975.6,1001.7,26.6,24.6,23.7,84.0,29.3,29,10.0,1,95.0,3,6,2,2, , ,5,9, ,8.0,5,6,564,6,4.0,25,1.0,30,  , ,1,2,2234.4,26.100000000000023
42071,2022,12,84,2,987.2,1015.1,11.6,11.2,10.8,95.0,13.0,0,0.0,  ,93.0,4,3,2,2,0,0,9,9,0,5.0,6,6,663,6,3.0,40,0.0,   ,  , ,1,0,1102.0,27.899999999999977
42071,1978,7,12,18,972.0,998.0,26.0,25.2,24.9,93.0,31.5,11,14.0,4,96.0,3,6,2,2, , ,3,9, ,8.0,4,7,473,7,3.0,10,0.0,7,  , ,1,2,2418.0,26.0
42071,2002,7,72,31,973.8,999.8,28.0,25.0,23.7,77.0,29.3,0,0.0,  ,95.0,4,2,3,3,0,0,9,9,0,5.0,6,6,662,6,2.0,40,0.0,   ,  , ,1,2,2156.0,26.0
42071,1975,3,36,13,989.4,1016.2,23.6,16.2,10.2,43.0,12.4,34,20.0,  ,97.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,1,1014.8000000000001,26.800000000000068
42071,1998,5,0,25,972.1,998.1,26.6,22.6,20.5,69.0,24.1,0,0.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,1,1835.4,26.0
42071,2000,4,60,6,980.1,1006.8,22.0,17.6,14.5,63.0,16.5,0,0.0,  ,96.0,0,0,0,0,3,3,0,0,9,3.0,9,0,903,0,3.0,70,0.0,   ,  , ,1,1,1386.0,26.699999999999932
42071,1983,6,0,18,974.0,1000.4,24.0,20.4,18.3,71.0,21.0,5,4.0,  ,96.0,1,1,3,1,0,0,9,9,0,2.0,6,8,681,8,1.0,40,0.0,   ,  , ,1,2,1704.0,26.399999999999977
42071,2019,8,24,26,978.8,1004.5,33.0,27.0,24.5,61.0,30.7,99,4.0,  ,96.0,4,2,3,2,0,0,9,9,0,4.0,6,6,662,6,2.0,40,0.0,   ,  , ,1,2,2013.0,25.700000000000045
42071,1981,11,72,27,990.7,1018.8,10.0,9.3,8.6,91.0,11.2,0,0.0,  ,95.0,5,1,0,0,0,0,9,0,0,1.0,6,6,661,6,1.0,35,0.0,   ,  , ,1,3,910.0,28.09999999999991
42071,2007,3,72,30,982.5,1009.2,23.0,18.8,16.1,65.0,18.3,0,0.0,  ,96.0,0,0,3,2,1,3,0,9,9,4.0,9,3,932,3,2.0,60,0.0,   ,  , ,1,1,1495.0,26.700000000000045
42071,2002,4,0,25,973.7,1000.5,18.6,16.6,15.2,80.0,17.3,5,8.0,  ,95.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,1,1488.0,26.799999999999955
42071,2013,4,48,19,975.7,1001.2,35.2,20.0,8.4,19.0,13.3,9,10.0,  ,96.0,0,0,3,2,1,4,0,9,9,6.0,9,3,932,3,2.0,60,0.0,   ,  , ,1,1,668.8000000000001,25.5
42071,1975,11,24,27,991.4,1018.6,19.4,13.0,6.7,44.0,9.8,29,6.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,3,853.5999999999999,27.200000000000045
42071,2007,12,36,22,988.2,1015.5,18.0,12.8,7.8,51.0,10.6,32,12.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,0,918.0,27.299999999999955
42071,1982,1,48,30,989.5,1017.2,13.6,11.8,10.1,80.0,12.3,29,6.0,7,96.0,5,2,7,5,0,0,9,9,0,7.0,6,6,662,6,2.0,30,0.0,8,  , ,1,0,1088.0,27.700000000000045
